	species	caste	ID_number	date_of_collection	investigator	collection_site	Region	Latitude	Longitude	Forage_Plant	Temperature 	Wind	r.H.	H.I.	Time_of_Day	date_of_dissection	date_of_DNA_extraction	Concentration	Purity	QPCR_Concentration	QPCR_Purity	DNA_Storage	QPCR_Order	Year	CBombiConc	site_collapsed	site_collapsed_10k	Positive	days_Since_May1	faithpd	PC1	PC2	site_trip	Gammaproteobacteria	Alphaproteobacteria	Betaproteobacteria	Bifidobacterium	Bombiscardovia	Lactobacillus	Apibacter	Snodgrassella	Gilliamella	Schmidhempelia	core	Pseudomonadota	date_no_year	Month	site_year	trip_int
B0052	vag	Q	52	7/9/17	FJ	Monhegan	Monhegan Island	43.764	-69.314	catmint						2/8/17	8/7/17	81.0		81.0		2017_1	52.0	2017	66.20776660673270	Monhegan_Island	Monhegan_Island	1.0	69	2.151576081977720	-0.02473088448918530	0.12870264887704200	Monhegan7/9/17	0.2807235899884060	0.0	0.7158494168996800	0.0002557457546204730	0.0	0.0011423310373047800	0.0019436677351156000	0.7158494168996800	0.28005865102639300	0.000153447452772284	0.9994032599058860	0.9965730068880860	7/9/23	July	Monhegan_Island2017	17
B0053	bor	W	53	7/9/17	FJ	Monhegan	Monhegan Island	43.764	-69.314	catmint						2/8/17	8/7/17	202.0		202.0		2017_1	53.0	2017	15758.57303451090	Monhegan_Island	Monhegan_Island	1.0	69	4.746093450309830	0.04806363137357700	0.11387594267090600	Monhegan7/9/17	0.9425623743644320	0.0015963107484923700	0.04067636277639830	0.0	0.008277166844034530	8.86839304717985E-05	0.0	0.04067636277639830	0.0010050845453470500	0.0016554333688069100	0.05170273146505850	0.9848350478893230	7/9/23	July	Monhegan_Island2017	17
B0054	bim	W	54	7/9/17	FJ	Monhegan	Monhegan Island	43.764	-69.314	catmint						2/8/17	8/7/17	43.0		43.0		2017_1	54.0	2017	27.156744423094400	Monhegan_Island	Monhegan_Island	1.0	69	2.838382430626420	0.071299367016635	0.21236598344958600	Monhegan7/9/17	0.0015552655571247300	0.00427251112819321	0.7344965051216500	0.05362984679740430	0.0	0.20438334614490800	0.0	0.7340674663472710	0.000393285543180965	0.0002502726183878870	0.9927242174511520	0.7403242818069680	7/9/23	July	Monhegan_Island2017	17
B0055	imp	W	55	7/9/17	FJ	New Harbor	Lincoln	43.8747	-69.4981	rosa rugosa						2/8/17	8/7/17	86.0		86.0		2017_1	55.0	2017	6257.223091157350	New Harbor	New Harbor	1.0	69	2.692116777855760	-0.015976237618235500	0.14575653983751500	New Harbor7/9/17	0.22402578714096600	0.0	0.7692971852875150	0.0	0.005660123947121010	0.0002494291908900790	0.0	0.7692971852875150	0.2224140908305990	0.0011895853719373000	0.9988104146280630	0.993322972428481	7/9/23	July	New Harbor2017	18
B0056	bim	Q	56	7/9/17	FJ	New Harbor	Lincoln	43.8747	-69.4981	rosa rugosa						2/8/17	8/7/17	58.0		58.0		2017_1	56.0	2017	5.914718942803790	New Harbor	New Harbor	0.0	69	2.841291329308240	-0.07920235434902570	-0.03024182560393340	New Harbor7/9/17	0.5298448463286890	0.0	0.2557235563461480	0.019962446882103000	0.0	0.011381230029317800	0.1804361432289090	0.2555423790229600	0.5262377705306850	0.00019764798893171300	0.9937576176829070	0.7855684026748360	7/9/23	July	New Harbor2017	18
B0057	bim	W	57	7/9/17	FJ	New Harbor	Lincoln	43.8747	-69.4981	rosa rugosa						2/8/17	8/7/17	98.0		98.0		2017_1	57.0	2017	2.460786498925020	New Harbor	New Harbor	0.0	69	2.909009519567990	-0.10598962141429000	-0.05421075921603250	New Harbor7/9/17	0.6814716956205830	0.0010568729770790700	0.20971002047691400	0.002166589603012090	0.001122927538146510	0.006473346984609290	0.09399564039896950	0.20956470044256600	0.3067573815971990	0.3741858775348440	0.994266464099346	0.8922385890745760	7/9/23	July	New Harbor2017	18
B0058	per	W	58	7/12/17	JG	Allen Island Garden	Allen Island	43.8755	-69.3114	jasmine					11:00	2/8/17	8/7/17	41.0		41.0		2017_1	58.0	2017	16.152493857431400	Allen_Island	Allen_Island	1.0	72	2.408048961222520	0.02159989292270930	0.20958138196473900	Allen Island Garden7/12/17	0.0023952305190831700	5.24503033375876E-05	0.9935835795583680	0.0	0.00295470042135077	0.00017483434445862500	0.0	0.9932863611727890	0.0008392048534014020	0.0005944367711593270	0.997849537563159	0.9960312603807890	7/12/23	July	Allen_Island2017	2
B0059	bim	W	59	7/12/17	JG	Allen Island Garden	Allen Island	43.8755	-69.3114	jasmine					11:00	2/8/17	8/7/17	109.0		109.0		2017_1	59.0	2017	1421.819701232590	Allen_Island	Allen_Island	1.0	72	2.685071212914200	-0.01159982727204520	0.1451854795902470	Allen Island Garden7/12/17	0.21725959529636500	0.006148152569689010	0.7608637258998390	0.0002984540082373310	0.009475914761535250	0.0	0.0007162896197695940	0.7608189577986030	0.21675222348236100	0.0	0.9880618396705070	0.9842714737658930	7/12/23	July	Allen_Island2017	2
B0060	ruf	W	60	7/12/17	JG	Allen Island Garden	Allen Island	43.8755	-69.3114	jasmine					11:00	2/8/17	8/7/17	62.0		62.0		2017_1	60.0	2017	6460.292936192210	Allen_Island	Allen_Island	1.0	72	18.1587938730719	0.0954142309879905	0.08413354095987420	Allen Island Garden7/12/17	0.14991601343785000	0.0046192609182530800	0.3072508398656220	0.0	0.062430011198208300	0.013577827547592400	0.015677491601343800	0.2813549832026880	0.1055431131019040	0.03527435610302350	0.5138577827547590	0.46178611422172500	7/12/23	July	Allen_Island2017	2
B0061	bim	W	61	7/12/17	JG	Herrier Gut	Knox	43.9238	-69.2552							2/8/17	8/7/17	80.0		80.0		2017_1	61.0	2017	4032.061385241170	Coast_Port_Clyde_ME	Port_Clyde_ME	1.0	72	3.475493457678520	0.050852702420202600	0.1138516472031460	Herrier Gut7/12/17	0.9563881702728130	5.87958607714017E-05	0.02492944496707430	0.0	0.005526810912511760	0.0	0.0	0.024444379115710300	0.0004556679209783630	0.00047036688617121400	0.030897224835371600	0.9813764111006580	7/12/23	July	Coast_Port_Clyde_ME2017	19
B0062	vag	W	62	7/12/17	JG	Tidal River; St. George	Knox	43.9432	-69.2303							2/8/17	8/7/17	54.0		54.0		2017_1	62.0	2017	36167.61048139000	Port_Clyde_ME	Port_Clyde_ME	1.0	72	5.449654150607450	0.05001796216225520	0.11407693513360200	Tidal River; St. George7/12/17	0.9964805825242720	0.0	0.002045769764216370	0.0	8.66851595006935E-05	0.0	0.0	0.0012482662968099900	0.00031206657420249700	0.00017337031900138700	0.001820388349514560	0.9985263522884880	7/12/23	July	Port_Clyde_ME2017	16
B0063	bim	W	63	7/12/17	JG	Herrier Gut	Knox	43.9238	-69.2552							2/8/17	8/7/17	120.0		120.0		2017_1	63.0	2017	19603.251003923	Coast_Port_Clyde_ME	Port_Clyde_ME	1.0	72	6.828734351806200	0.04660998664550390	0.1108094859986860	Herrier Gut7/12/17	0.973210685483871	0.0003276209677419360	0.015877016129032300	0.0	0.00919858870967742	0.0	0.0	0.015045362903225800	0.02283266129032260	0.005569556451612900	0.05264616935483870	0.9894153225806450	7/12/23	July	Coast_Port_Clyde_ME2017	19
B0064	bim	W	64	7/9/17	FJ	Monhegan	Monhegan Island	43.764	-69.314	catmint						3/8/17	8/7/17	64.0		64.0		2017_1	64.0	2017	17943.034284146800	Monhegan_Island	Monhegan_Island	1.0	69	3.670868373730290	0.04038262529312290	0.14665477950851600	Monhegan7/9/17	0.7372936596022060	0.0010746436939555700	0.25743882458643800	0.0	0.00031710797526557800	0.0	0.0	0.2570160139527510	0.0004404277434244140	0.0	0.2577735496714410	0.9958071278826000	7/9/23	July	Monhegan_Island2017	17
B0065	bim	W	65	7/9/17	FJ	Monhegan	Monhegan Island	43.764	-69.314	catmint						3/8/17	8/7/17	42.0		42.0		2017_1	65.0	2017	9541.112167258350	Monhegan_Island	Monhegan_Island	1.0	69	5.264912305242390	0.06482742673045270	0.08979297280193760	Monhegan7/9/17	0.9646403425063830	0.03275475201815700	0.0012637660227477900	0.0	0.0	0.0	0.0	0.0003610760064993680	0.00023212028989245100	0.00030949371985660100	0.0009026900162484200	0.998658860547288	7/9/23	July	Monhegan_Island2017	17
B0066	bim	W	66	7/9/17	FJ	Monhegan	Monhegan Island	43.764	-69.314	catmint						3/8/17	8/7/17	80.0		80.0		2017_1	66.0	2017	8284.24258893414	Monhegan_Island	Monhegan_Island	1.0	69	4.692307296379080	-0.10882478438016300	-0.06132452732968310	Monhegan7/9/17	0.8769928071731210	0.0	0.12210069957631300	0.0	0.0004729530002955960	0.0	0.0	0.12188392945117700	0.15575918809734900	0.7100798108188000	0.9881958813676220	0.9990935067494340	7/9/23	July	Monhegan_Island2017	17
B0067	bim	W	67	7/9/17	FJ	Monhegan	Monhegan Island	43.764	-69.314	catmint						3/8/17	8/7/17	64.0		64.0		2017_1	67.0	2017	21147.728961524600	Monhegan_Island	Monhegan_Island	1.0	69	3.597955347687960	0.06295241954201180	0.1095096816443120	Monhegan7/9/17	0.9082183989762550	0.02988293284041900	0.051850798616048200	0.0	0.0026067586141523300	0.0	0.0	0.05151902933788330	0.0009716100289113230	0.0008768188065785110	0.055974216787525500	0.9899521304327220	7/9/23	July	Monhegan_Island2017	17
B0068	bim	W	68	7/12/17	FJ	Tidal River; St. George	Knox	43.9432	-69.2303							3/8/17	8/7/17	88.0		88.0		2017_1	68.0	2017	37917.39608549300	Port_Clyde_ME	Port_Clyde_ME	1.0	72	7.189199136132170	0.05178369903617970	0.11341658167733600	Tidal River; St. George7/12/17	0.9889197362550200	0.0009915224827722970	0.0011650389172574500	0.0	7.43641862079223E-05	0.0	0.0	0.0003222448069009970	0.0	0.00017351643448515200	0.0005701254275940710	0.9910762976550500	7/12/23	July	Port_Clyde_ME2017	16
B0069	vag	W	69	7/12/17	FJ	Port Clyde	Knox	43.9271	-69.2524	rosa rugosa						3/8/17	8/7/17	96.0		96.0		2017_1	69.0	2017	13882.446355758500	Coast_Port_Clyde_ME	Port_Clyde_ME	1.0	72	13.65312744551230	0.043697394919285500	0.07406588624099230	Port Clyde7/12/17	0.9818030858645260	0.002513895615673790	0.004451209668119650	0.0	6.91897875873521E-05	0.0	0.0	0.00025369588782029100	0.0003690122004658780	0.00041513872552411300	0.0011070366013976300	0.9887681911483200	7/12/23	July	Coast_Port_Clyde_ME2017	20
B0070	tern	W	70	7/12/17	FJ	Port Clyde	Knox	43.9271	-69.2524	rosa rugosa						3/8/17	8/7/17	103.0		103.0		2017_1	70.0	2017	19092.94355368440	Coast_Port_Clyde_ME	Port_Clyde_ME	1.0	72	3.735607044052850	-0.055577486977423400	-0.021480357753419100	Port Clyde7/12/17	0.8978296738164740	0.0	0.000317299149638279	0.0	0.0	0.0	0.10150399796928500	0.000317299149638279	0.47721792105597200	0.0006028683843127300	0.579642086559208	0.8981469729661130	7/12/23	July	Coast_Port_Clyde_ME2017	20
B0071	bim	W	71	7/12/17	FJ	Tidal River; St. George	Knox	43.9432	-69.2303							3/8/17	8/7/17	43.0		43.0		2017_1	71.0	2017	10729.428833183000	Port_Clyde_ME	Port_Clyde_ME	1.0	72	2.450131854380610	0.05076310179511910	0.1125764241454700	Tidal River; St. George7/12/17	0.9952761551276910	0.0	0.0016870874543959200	0.0	0.000590480609038571	0.0	0.0	0.0002319745249794390	0.0002530631181593880	0.00033741749087918300	0.0014129357430565800	0.9969632425820870	7/12/23	July	Port_Clyde_ME2017	16
B0072	bim	W	72	8/4/17	JG	Animal Hospital	Hancock	44.5115	-68.1774							7/8/17	8/9/17	79.0		79.0		2017_1	72.0	2017	17687.790620375600	Hancock_ME	Hancock_ME	1.0	95	2.981583643561710	0.023862157813566500	0.0845969746206973	Animal Hospital8/4/17	0.9867126586929010	0.005388414907947910	0.0011021757766257100	8.16426501204229E-05	0.0003673919255419030	0.0	0.0	0.000530677225782749	0.11029922031269100	0.0	0.11127893211413600	0.9932032493774750	8/4/23	August	Hancock_ME2017	21
B0073	bim	W	73	8/4/17	JG	Animal Hospital	Hancock	44.5115	-68.1774							7/8/17	8/9/17	88.0		88.0		2017_1	73.0	2017	4555.090373323660	Hancock_ME	Hancock_ME	1.0	95	5.033836400297680	0.05092221966393870	0.1132638727061000	Animal Hospital8/4/17	0.9933461481591010	0.0032825669081768400	0.0010646162945438400	0.0	0.0	0.0	0.0	0.0005323081472719210	0.001419488392725120	0.0006505988466656810	0.0026023953866627200	0.9976933313618220	8/4/23	August	Hancock_ME2017	21
B0074	bim	W	74	8/4/17	JG	Animal Hospital	Hancock	44.5115	-68.1774							7/8/17	8/9/17	72.0		72.0		2017_1	74.0	2017	823.7648208071760	Hancock_ME	Hancock_ME	1.0	95	3.120316576391260	0.3301453793239350	-0.01802527449639630	Animal Hospital8/4/17	0.3855942612882620	0.503758659657053	0.0012774529553382800	0.028447894659264000	0.0	0.0	0.0	0.00034392964182184400	0.0014739841792364800	0.0008352577015673370	0.03110106618188970	0.8906303739006540	8/4/23	August	Hancock_ME2017	21
B0075	tern	W	75	8/4/17	JG	Knowlton Park	Hancock	44.5482	-68.4272							7/8/17	8/9/17	37.0		37.0		2017_1	75.0	2017	704.0410330871410	Ellsworth_ME	Ellsworth_ME	1.0	95	7.345833195064700	0.30576374379306800	-0.12267705073632600	Knowlton Park8/4/17	0.39526162056903800	0.5788828387003710	0.0037142548050917700	0.0	0.0	0.0	0.0	0.00021636435757816200	0.0	0.058418376546103600	0.058634740903681800	0.9778587140745010	8/4/23	August	Ellsworth_ME2017	22
B0076	tern	W	76	8/4/17	JG	Knowlton Park	Hancock	44.5482	-68.4272							7/8/17	8/9/17	27.0		27.0		2017_1	76.0	2017	6.567604643729720	Ellsworth_ME	Ellsworth_ME	0.0	95	4.665946356998440	-0.07450170495175340	-0.07497090512694880	Knowlton Park8/4/17	0.9804960734669360	0.011779599193236900	0.0027035145689396200	0.0	0.0012659314251383900	0.0	0.0	0.0	0.0	0.5962751577050170	0.5975410891301550	0.994979187229112	8/4/23	August	Ellsworth_ME2017	22
B0077	tern	W	77	8/4/17	JG	Knowlton Park	Hancock	44.5482	-68.4272							7/8/17	8/9/17	44.0		44.0		2017_1	77.0	2017	113.43134597499400	Ellsworth_ME	Ellsworth_ME	1.0	95	7.919635909365220	-0.11257959153215000	-0.09643555543334290	Knowlton Park8/4/17	0.9730045046504850	0.008814855624331590	0.0034027935314515300	0.00012963022976958200	0.008604206500956020	0.0	0.0	0.0015555627572349900	0.00024305668081796700	0.9218653790063840	0.9323978351751630	0.9852221538062680	8/4/23	August	Ellsworth_ME2017	22
B0078	imp	W	78	8/4/17	JG	Knowlton Park	Hancock	44.5482	-68.4272							7/8/17	8/9/17	48.0		48.0		2017_1	78.0	2017	57.93585281366210	Ellsworth_ME	Ellsworth_ME	1.0	95	3.156976238608170	0.3147773785014980	-0.14056210563009300	Knowlton Park8/4/17	0.19606013268142300	0.5972287030086630	0.038424864579740700	0.0011766853989572100	0.0015418636262198000	0.005071919823091440	0.012172607575419400	0.037978535635308700	0.15609340447546200	0.028605627802235700	0.2426406443366940	0.831713700269826	8/4/23	August	Ellsworth_ME2017	22
B0079	bor	W	79	8/4/17	JG	Knowlton Park	Hancock	44.5482	-68.4272							7/8/17	8/9/17	23.0		31.8	1.9	2017_1	79.0	2017	7172.388551063780	Ellsworth_ME	Ellsworth_ME	1.0	95	6.078544739270500	0.14693561843986600	0.04727820398892580	Knowlton Park8/4/17	0.4426656520721140	0.24484898150316100	0.2998419573870290	0.0	0.005619292905642710	0.0	0.0003219386560524470	0.2982615312573170	0.027276984312807300	0.004009599625380470	0.33548934675720000	0.9873565909623040	8/4/23	August	Ellsworth_ME2017	22
B0080	bim	W	80	8/4/17	FJ	Knowlton Park	Hancock	44.5482	-68.4272							8/8/17	8/9/17	89.0		89.0		2017_1	80.0	2017	2.4784128321271400	Ellsworth_ME	Ellsworth_ME	0.0	95	2.471163079152310	0.051065095354532800	0.004952533386854910	Knowlton Park8/4/17	0.9094550246776400	0.0007493733688209000	0.0008010542908085480	0.0	0.0	0.0	0.0	0.0002842450709320650	0.0004134473759011860	0.0006718519858394270	0.0013695444326726800	0.9110054523372700	8/4/23	August	Ellsworth_ME2017	22
B0081	bim	W	81	8/4/17	FJ	Knowlton Park	Hancock	44.5482	-68.4272							8/8/17	8/9/17	63.0		63.0		2017_1	81.0	2017	336.0181501057100	Ellsworth_ME	Ellsworth_ME	1.0	95	14.6691642500915	0.1564797779015130	-0.044765476728714500	Knowlton Park8/4/17	0.6289200103101640	0.15052839591030200	0.03325027923361110	0.0	0.0	0.0	0.0006014262393676430	0.00429590170976888	0.004811409914941150	0.004038147607182750	0.013746885471260400	0.8126986854540770	8/4/23	August	Ellsworth_ME2017	22
B0082	tern	W	82	8/4/17	FJ	Rt1; Site 2										8/8/17	8/9/17	38.0		38.0		2017_2	82.0	2017	3.232144900725860	Rt1; Site 2	Rt1; Site 2	0.0	95	1.99087546732243	-0.1259290560764420	-0.09592068299282200	Rt1; Site 28/4/17	0.9961736668657250	0.0002764691571008340	0.0003096454559529340	0.0	0.001935284099705840	0.0	0.0	0.0003096454559529340	0.0002543516245327670	0.9906885187888440	0.9931877999690350	0.9967597814787780	8/4/23	August	Rt1; Site 22017	23
B0083	tern	W	83	8/4/17	FJ	Rt1; Site 2										8/8/17	8/9/17	56.0		56.0		2017_2	83.0	2017	0.5966938590503730	Rt1; Site 2	Rt1; Site 2	0.0	95	12.15534683297920	-0.12255556948582300	-0.09793146440136540	Rt1; Site 28/4/17	0.9868699537508820	0.002704397585639260	0.001959708395390770	0.0	0.00011758250372344600	0.0	0.0	0.001959708395390770	0.0013326017088657200	0.9787567609939640	0.9821666536019440	0.9915340597319120	8/4/23	August	Rt1; Site 22017	23
B0084	tern	W	84	8/4/17	FJ	Rt1; Site 2										8/8/17	8/9/17	23.0		49.3	1.79	2017_2	84.0	2017	2.34408420509807	Rt1; Site 2	Rt1; Site 2	0.0	95	10.12005659256070	-0.03239263207157540	-0.15705891124303000	Rt1; Site 28/4/17	0.7483460431291350	0.10494419473764000	0.012474117468814700	0.0	0.0	0.0	0.0	0.0010100499974748800	0.11711529720721200	0.6038078884904800	0.7219332356951670	0.865764355335589	8/4/23	August	Rt1; Site 22017	23
B0085	bim	W	85	8/4/17	FJ	Knowlton Park	Hancock	44.5482	-68.4272							8/8/17	8/9/17	65.0		65.0		2017_2	85.0	2017	737.316738909637	Ellsworth_ME	Ellsworth_ME	1.0	95	2.562289379284720	0.11484005876027100	0.06684561515037260	Knowlton Park8/4/17	0.8525053058964660	0.1440250991971950	0.0015871551167297200	0.0	0.0009781304789148290	0.0	0.0	0.0009596751868598320	0.0002583740887699550	0.0007566669742548680	0.002952846728799480	0.9981175602103900	8/4/23	August	Ellsworth_ME2017	22
B0086	tern	W	86	8/4/17	FJ	Animal Hospital	Hancock	44.5115	-68.1774							8/8/17	8/9/17	42.0		42.0		2017_2	86.0	2017	1589.1880895515900	Hancock_ME	Hancock_ME	1.0	95	4.654569652516240	-0.08932088947819280	-0.06553339270652460	Animal Hospital8/4/17	0.994075269663806	0.00025588536335721600	0.0006495551531375480	0.0	0.0033265097236438100	0.0	0.0	0.0001771514054011500	0.8188528462325800	0.031119596882135300	0.8534761042437600	0.9949807101803010	8/4/23	August	Hancock_ME2017	21
B0087	tern	W	87	8/4/17	FJ	Animal Hospital	Hancock	44.5115	-68.1774							8/8/17	8/9/17	37.0		37.0		2017_2	87.0	2017	12742.257838220000	Hancock_ME	Hancock_ME	1.0	95	7.018204935396990	0.330151656803726	-0.04137210428945010	Animal Hospital8/4/17	0.35914074737077600	0.579746898386415	0.002386812858954280	0.0	0.008428432908182290	0.0	0.0	0.0002983516073692850	0.007956042863180930	0.018174585415578900	0.034857412794311400	0.9412744586161460	8/4/23	August	Hancock_ME2017	21
B0088	tern	W	88	8/4/17	FJ	Animal Hospital	Hancock	44.5115	-68.1774							8/8/17	8/9/17	50.0		50.0		2017_2	88.0	2017	1125.6422942475900	Hancock_ME	Hancock_ME	1.0	95	3.802082916294310	-0.03734518074781630	0.07098496626569250	Animal Hospital8/4/17	0.5336386889536610	0.019233438423254600	0.4419725179941710	0.0	0.004203596851268020	0.0	0.0	0.4419725179941710	0.18602898895564400	0.18091329090079900	0.8131183947018820	0.9948446453710860	8/4/23	August	Hancock_ME2017	21
B0089	vag	W	89	8/4/17	FJ	Great Wass Island Bridge	Great Wass Island	44.5073	-67.6008							8/8/17	8/9/17	92.0		92.0		2017_2	89.0	2017	5559.1946283907300	Great_Wass_Bridge	Great_Wass_Island	1.0	95	6.621969199683850	0.02590534991425050	0.10605961752319000	Great Wass Island Bridge8/4/17	0.8803558103915490	0.00017672701566979500	0.11118092919137600	0.0005890900522326510	0.0007265443977536030	0.0012370891096885700	0.0	0.11112202018615200	0.06703844794407570	0.000608726387307073	0.18132191807721000	0.991713466598594	8/4/23	August	Great_Wass_Bridge2017	24
B0090	tern	W	90	8/4/17	FJ	Great Wass Island Bridge	Great Wass Island	44.5073	-67.6008							8/9/17	8/9/17	45.0		45.0		2017_2	90.0	2017	3204.801283570740	Great_Wass_Bridge	Great_Wass_Island	1.0	95	3.837593394659260	0.0485813292316183	0.11225610443154500	Great Wass Island Bridge8/4/17	0.9993460367572440	0.0	0.00013530273988048300	0.0	0.0	0.0	9.02018265869884E-05	0.00013530273988048300	0.00018040365317397700	0.00031570639305445900	0.000721614612695907	0.9994813394971250	8/4/23	August	Great_Wass_Bridge2017	24
B0091	tern	W	91	8/4/17	FJ	Great Wass Island Bridge	Great Wass Island	44.5073	-67.6008							8/9/17	8/9/17	54.0		54.0		2017_2	91.0	2017	2534.6494668921200	Great_Wass_Bridge	Great_Wass_Island	1.0	95	3.375251825106200	-0.007665883431195520	0.0390015893111169	Great Wass Island Bridge8/4/17	0.9670003932125470	0.023260034481715600	0.0001512355948095940	0.0	0.009013641450651830	0.0	0.0	0.0001512355948095940	0.0002722240706572700	0.32119415625661700	0.33063125737273500	0.9904116632890720	8/4/23	August	Great_Wass_Bridge2017	24
B0092	tern	W	92	8/4/17	FJ	Great Wass Island Bridge	Great Wass Island	44.5073	-67.6008							8/9/17	8/9/17	52.0		52.0		2017_2	92.0	2017	28139.48469451350	Great_Wass_Bridge	Great_Wass_Island	1.0	95	5.142058047710190	0.04978203653646760	0.1142293667432810	Great Wass Island Bridge8/4/17	0.9939868015389710	0.0003312355084465060	0.00040767447193416100	0.004739215736234620	0.0	0.0	0.0	0.00040767447193416100	0.0	0.0005605523989094710	0.005707442607078250	0.9947257115193520	8/4/23	August	Great_Wass_Bridge2017	24
B0093	tern	W	93	8/4/17	FJ	Rt1; Site 4										8/9/17	8/9/17	58.0		58.0		2017_2	93.0	2017	2.7425694016128400	Rt1; Site 4	Rt1; Site 4	0.0	95	3.160974140849870	-0.12422739680174700	-0.09474882871011050	Rt1; Site 48/4/17	0.9985460744008820	0.0002256091446906650	0.0002256091446906650	0.0	0.0	0.0	0.0	0.0002256091446906650	0.14514188308432800	0.8487917376917680	0.9941592299207860	0.9989972926902640	8/4/23	August	Rt1; Site 42017	25
B0094	tern	W	94	8/4/17	FJ	Rt1; Site 4										8/9/17	8/9/17	47.0		47.0		2017_2	94.0	2017	4.451476605648810	Rt1; Site 4	Rt1; Site 4	0.0	95	2.099323603036080	0.1896054212737410	0.04975382340130120	Rt1; Site 48/4/17	0.34736198365486200	0.32840384722299400	0.316784344248624	0.0	0.00511480513704342	0.0	0.0	0.316784344248624	0.00403068883082226	0.01456607549897150	0.3404959137154610	0.9925501751264800	8/4/23	August	Rt1; Site 42017	25
B0095	tern	W	95	8/4/17	FJ	Rt1; Site 4										8/9/17	8/9/17	53.0		53.0		2017_2	95.0	2017	38029.46326204040	Rt1; Site 4	Rt1; Site 4	1.0	95	5.941367921910060	0.03971994177925010	0.10394245391462300	Rt1; Site 48/4/17	0.9702156882694070	0.0017041408078136100	0.02691016380099710	5.08698748601078E-05	0.0003560891240207550	0.0	0.0	0.02691016380099710	0.015260962458032400	0.0002289144368704850	0.04280699969478080	0.9988299928782180	8/4/23	August	Rt1; Site 42017	25
B0096	imp	W	96	8/4/17	FJ	Great Wass Island Bridge	Great Wass Island	44.5073	-67.6008							8/9/17	8/9/17	67.83		67.83		2017_2	96.0	2017	14.907713718371100	Great_Wass_Bridge	Great_Wass_Island	1.0	95	4.501002148687100	-0.11118854684517500	-0.07631583648050920	Great Wass Island Bridge8/4/17	0.747228160890966	0.000919803112414856	0.1504996768259340	0.0	0.0	0.0031571620345050500	0.09476458012230900	0.1504996768259340	0.4512752945855910	0.28056480883011000	0.9802615223984490	0.8986476408293140	8/4/23	August	Great_Wass_Bridge2017	24
B0097	imp	W	97	8/4/17	FJ	Great Wass Island Bridge	Great Wass Island	44.5073	-67.6008							8/9/17	8/9/17	57.12		57.12		2017_2	97.0	2017	2.769028756868020	Great_Wass_Bridge	Great_Wass_Island	0.0	95	2.298671889336780	-0.1275184476610490	-0.14603719135726800	Great Wass Island Bridge8/4/17	0.8243917937545390	4.53885257806826E-05	0.0004992737835875090	0.0009531590413943360	0.0	0.00120279593318809	0.17279411764705900	0.0004992737835875090	0.7812726942628900	0.04148511256354390	0.998207153231663	0.8249364560639070	8/4/23	August	Great_Wass_Bridge2017	24
B0098	vag	M	98	8/4/17	FJ	Great Wass Island Middle	Great Wass Island	44.4715	-67.5827							8/9/17	8/9/17	54.72		54.72		2017_2	98.0	2017	13395.129164297300	Great_Wass_Island	Great_Wass_Island	1.0	95	3.630685245498630	0.020191252452128300	0.09310735976727000	Great Wass Island Middle8/4/17	0.9967410686835150	6.14892701223637E-05	0.0003381909856730000	0.0	0.002644038615261640	0.0	0.0	0.0002767017155506360	0.0003996802557953640	0.00021521244542827300	0.0035356330320359100	0.9971407489393100	8/4/23	August	Great_Wass_Island2017	26
B0100	vag	W	100	8/4/17	FJ	Great Wass Island Middle	Great Wass Island	44.4715	-67.5827							8/9/17	8/9/17	72.24		72.24		2017_2	100.0	2017	10197.730889475300	Great_Wass_Island	Great_Wass_Island	1.0	95	1.126274142795550	0.04881280323017990	0.11285357038779800	Great Wass Island Middle8/4/17	0.9881972436098570	0.0	0.011247616519031600	0.00024136516135261000	0.0	0.0	0.0	0.011247616519031600	0.00043445729043469900	0.0007723685163283530	0.012695807487147300	0.999444860128889	8/4/23	August	Great_Wass_Island2017	26
B0101	tern	W	101	8/4/17	JG	Rt 1; Site 3										8/9/17	8/10/17	36.18		36.18		2017_2	101.0	2017	836.7969728539850	Rt 1; Site 3	Rt 1; Site 3	1.0	95	13.2366649593886	0.09865281178987380	0.08597387773767190	Rt 1; Site 38/4/17	0.8765782438823770	0.09002673246966890	0.002426485708410450	0.0	0.0001645075056549460	0.0	0.00024676125848241800	0.002426485708410450	0.0030022619782027600	0.018219206251285200	0.024059222702035800	0.9690314620604570	8/4/23	August	Rt 1; Site 32017	27
B0102	tern	W	102	8/4/17	JG	Rt 1; Site 3										8/9/17	8/10/17	30.12		30.12		2017_2	102.0	2017	475.66073764990500	Rt 1; Site 3	Rt 1; Site 3	1.0	95	5.047727778842930	-0.017138834604201400	0.1473120831471940	Rt 1; Site 38/4/17	0.2052394529151690	0.0008470724350233460	0.7851328457501760	0.00016528242634601900	0.008408743440353710	0.0	0.0	0.7851328457501760	0.00039254576257179500	0.2042477583570930	0.9983471757365400	0.9912193711003680	8/4/23	August	Rt 1; Site 32017	27
